worker_id_anon	ref_id	ref_len	sys_id	candidate	NLL	human_score	gm
4	391	40	27	The request shows that the ability of the Cape Verdean fishery processing industry to continue to export to the European Union would be greatly affected without a derogation, which could jeopardise the continued development of the Cape Verdean fleet engaged in small pelagic fisheries.	0.494	96	1
4	391	40	31	It demonstrate that the ability of the Cape Verde fishery processing industry to continue its exports to the European Union would be significantly affected without the implementation of the derogation, which could jeopardise the further development of the Cape Verdean fleet engaged in small pelagic fishing.	0.559	96	1
4	391	40	0	The request demonstrates that, without the derogation, the ability of the Cape Verdean fish processing industry to continue exporting to the Union would be significantly affected, which might deter further development of the Cape Verdean fleet for small pelagic fishing.	-2	100	2
4	391	40	15 20	The request shows that, without a derogation, the ability of the Cape Verdean fishery processing industry would be significantly affected without a derogation, which could jeopardise the further development of the Cape Verdean fleet engaged in small pelagic fisheries.	0.565	85	1
4	391	40	1 4 6 7 8 11 13 14	The request shows that the ability of the Cape Verdean fishery processing industry to continue to export to the European Union would be significantly affected without a derogation, which could jeopardise the further development of the Cape Verdean fleet engaged in small pelagics.	0.487	96	1
4	272	20	32 33	Certain essential provisions of this Directive should, in any event, always be applied irrespective of the status of the user.	0.604	100	2
4	272	20	15 18	In any event, certain essential provisions in this Directive should always be used without regard to the status played by the user.	0.986	85	1
4	272	20	10 12	In any event, certain essential provisions of this Directive should always be used irrespective of the status of the person concerned.	0.68	100	2
4	272	20	6 7	In any event, certain essential provisions of this Directive should always be used regardless of the status of users.	0.635	100	2
4	272	20	1 4 8 11 22 26	In any event, certain essential provisions of this Directive should always be used regardless of the status of the user.	0.578	100	2
4	191	5	0	Exporting selected audio as %s	-2	100	1
4	191	5	4	chosen sound data is stored as% s	1.11	100	1
4	191	5	5 19 23	the audio data you select is saved as% 1	1.353	0	1
4	191	5	12	chosen audio data is stored as'% 1 '	1.337	0	1
4	191	5	7	chosen sound data is stored as'% 1 '	1.644	0	1
4	355	40	17 19 24	He was just a delightful fool in life, and though he was a crook, he had fooled the humans just because he wanted to live as much as he could, even those who wouldn't have noticed.	0.906		0
4	355	40	15 18	He was just a magnificent fool in life, and though he was a crook, he was fooling people just because he wished he could live as much as he could, even the ones he wouldn't have noticed.	0.922		0
4	355	40	33	He had simply been magnificent in life, and though he was a crook, he had fooled people just because he wanted to live as much as he could, even those who wouldn't have noticed.	0.832		0
4	355	40	29	He was just a tremendously stupid man, and though he was a creep, he was fooling people just because he wanted to live as much as he could and even those who wouldn't have noticed.	1.005		0
4	355	40	26	He was just a magnificent fool in life, and while he was a crook, he was fooling people just because he wanted to live as much as he could, and even the ones he wouldn't have noticed.	0.836		0
4	285	20	3 10	A more detailed examination can be found in the Commission Staff Working Document on Belgium, published together with this Communication.	0.45	100	2
4	285	20	1 8	A further assessment can be found in the Commission Staff Working Document on Belgium, published together with this Communication.	0.458	100	2
4	285	20	7 14	The Commission Staff Working Document on Belgium, together with this Communication, can be found in the Commission Staff Working Document.	0.64		0
4	285	20	16 22 25	A more detailed assessment can be found in the Commission staff working document, published together with this Communication.	0.445	80	2
4	285	20	17	A more detailed assessment can be found in the Commission Staff Working Document on Belgium, as published by this Communication.	0.605	0	2
4	371	40	32	It will need to combine CDM, development aid, innovative funding mechanisms (for example, the EU Global Energy Efficiency and Renewable Energy Fund), international financial institutions' lending to the specific objectives and efforts of those developing countries that are at their disposal.	0.456	70	1
4	371	40	15 20	Instead, it will need to combine CDM, development aid, innovative funding mechanisms (for example, the EU Global Energy Efficiency and Renewable Energy Fund), international financial institutions' lending to the specific objectives and efforts made by those developing countries that are at their disposal.	0.486	70	1
4	371	40	18 21	Instead, it will need to combine CDM, development aid, innovative funding mechanisms (for example, the EU Global Energy Efficiency and Renewable Energy Fund), international financial institutions' lending to the specific objectives and efforts for those developing countries that are at their disposal.	0.501	70	1
4	371	40	2 4 9 11	Instead, it will need to combine CDM, development aid, innovation funding mechanisms (for example, the EU Global Energy Efficiency and Renewable Energy Fund), international financial institutions' lending to the specific objectives and efforts of those developing countries that are at their disposal.	0.442	70	1
4	371	40	26	Instead, it will need to combine CDM, development aid, innovative funding mechanisms (for example, the EU Global Energy Efficiency and Renewable Energy Fund), international financial institutions' lending to the specific objectives and endeavours of those developing countries that are at their disposal.	0.474	70	1
4	239	10	12 14	The financial problems of the SAS group have obviously become untenable in 2012.	0.475	95	2
4	239	10	32 33 34	Clearly, the financial difficulties of the SAS group have become untenable in 2012.	0.381	95	2
4	239	10	2 4 9 11 22	The financial difficulties of the SAS group have obviously become untenable in 2012.	0.353	96	2
4	239	10	20 26 27	SAS group has apparently become untenable in 2012.	0.752	80	2
4	239	10	18	Clearly, SAS's financial difficulties have become untenable by 2012.	0.72	90	1
4	334	20	20	The superseded standard is therefore EN CCCCC: YYYY and its previous amendments, if any, but no new quoted amendment.	0.382	100	2
4	334	20	32 33 34	Therefore, the superseded standard consists of EN CCCCC: YYYY and its previous amendments, if any, but without the new quoted amendment.	0.204	100	2
4	334	20	27	The replaced standard is therefore standard EN CCCCC: YYYY and its previous amendments, if any, but without the fresh quoted amendment.	0.59	95	2
4	334	20	22	The superseded standard therefore consists of EN CCCCC: YYYY and its previous changes, if any, but without the new quoted amendment.	0.317	95	2
4	334	20	6	The superseded standard is therefore EN CCCCC: YYYY and its previous amendments, if any, but without the new quotation amendment.	0.455	87	1
4	348	40	25	The new shipyard was taken over by Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), in order to complete the existing production and to continue shipbuilding and at the same time to carry out the necessary restructuring.	0.488	100	2
4	348	40	24	Agencja Rozwoju Przemysłu S.A. (Agency for Industrial Development, a.s.) owned by the State and the Treasury, in order to complete the existing production and to continue shipping activities while carrying out the necessary restructuring.	0.567	25	1
4	348	40	3 6 10 13	The new shipyard was taken over by Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), in order to complete the existing production and to continue shipping activities while carrying out the necessary restructuring.	0.516	70	2
4	348	40	26	The new yard was taken over by Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), with the aim of completing existing production and continuing shipbuilding activities while carrying out the requisite restructuring.	0.523	100	2
4	348	40	27	Agencja Rozwoju Przemysłu S.A. (Agency for Industrial Development, a.s.) owned by the State and the Treasury, with the aim of completing existing production and continuing shipbuilding and at the same time carrying out the necessary restructuring.	0.487	25	1
4	302	20	27	were not in the nature of altering the conclusion on the situation of the Union industry.	0.624	75	1
4	302	20	1	These changes were not such as to alter the conclusions on the situation of the Union industry.	0.466	100	2
4	302	20	0	These changes were not of a nature to change the conclusion with regard to the situation of the Union industry.	-2	100	2
4	302	20	17 25 28 29 30 31	These changes were not such as to alter the conclusion on the situation of the Union industry.	0.346	100	2
4	302	20	2 9 22 24 32 33 34	were not such as to alter the conclusion on the situation of the Union industry.	0.398	75	1
4	348	40	1 2 4 8 9 11 15 22 28 34	The new yard was taken over by Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), with the aim of completing existing production and continuing shipbuilding activities while carrying out the necessary restructuring.	0.436	85	2
4	348	40	35	"the new shipyard was taken over by the Agencja Rozwoju Przemysłu S.A. (Agency for the Development of Industry, a.s., hereinafter referred to as ""ARP"") owned by the State and the treasury, in order to complete the existing production and continue the shipbuilding activities while carrying out the necessary restructuring."	-1	70	2
4	348	40	19	The new yard took over Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), in order to complete the existing production and continue shipbuilding activities while carrying out the necessary restructuring.	0.45	0	2
4	348	40	30	The new shipyard was taken over by Agencja Rozwoju Przemysłu S.A. (the Industrial Development Agency, a.s., hereinafter ‘ ARP’), with the aim of completing existing production and continuing shipbuilding activities while carrying out the necessary restructuring.	0.443	85	2
4	348	40	21	The new yard took over Agencja Rozwoju Przemysłu S.A. (Agency for the Development of Industries, a.s., hereinafter the ‘ ARP’), in the State owned and the Treasury, aimed at completing existing production and continuing shipbuilding activities while carrying out the necessary restructuring.	0.525	0	2
4	374	40	21	sanitary fittings equipped with a sensor shall also be fitted with a ‘ safety technical element’ that is preset so that the water inlet is closed not later than 2 minutes, so that it prevents or prevents an uninterrupted discharge from batteries or showers which are not used.	0.767	40	1
4	374	40	17	sanitary fittings equipped with a sensor shall also be fitted with a ‘ safety technical element’ that is preset to close the water inlet after no more than 2 minutes to prevent injury or to prevent a continuous discharge of water from batteries or showers which are not used.	0.581	70	2
4	374	40	35	"in addition, a ""safety technical component"" must be fitted with a sensor equipped with a sensor, designed to close the water to the longest following 2 minutes, so as to avoid any injury or to prevent continuous bursts of water from batteries or showers not used."	-1	9	1
4	374	40	19	sanitary fittings equipped with a sensor shall also be fitted with a ‘ safety technical element’ that is preset to close the water inlet after no more than 2 minutes to prevent injury or to prevent a continuous discharge from batteries or showers which are not used.	0.635	70	2
4	374	40	20	Furthermore, medical fittings equipped with a sensor shall be fitted with a ‘ safety technical element’ that is preset so that the water is closed at a maximum of 2 minutes, so that it prevents or prevents an uninterrupted discharge of water from batteries or showers which are not used.	0.711	50	1
4	262	10	28 29 30 31 32 33 34	A crazy, impulsive vampire who's in love with her brother's girl.	0.422	0	2
4	262	10	1 8	A crazy, impetuous vampire who's in love with her brother's girl.	0.565	0	2
4	262	10	15 16 18 20 21 25	A crazy, impulsive vampire...... who's got a crush on her brother's girl.	0.721	0	2
4	262	10	6 13	A mad, impetuous vampire who's in love with her brother's girl.	0.573	0	2
4	262	10	4 11	A crazy, impetuous vamp who's in love with her brother's girl.	0.712	0	2
4	295	20	35	place the solution quantitatively into a 50 ml graduated flask, make up to the mark with citrate buffer solution (3.24) and mix.	-1	100	2
4	295	20	14	Transfer quantiently to a 50 ml graduated bulb, make up to the mark with citric buffer solution (3.24) and mix.	0.678	25	2
4	295	20	27	The solution should be converted quantitiously into a 50 ml graduated flask, made up to volume by citrate buffer (3.24) and stirred.	0.516	10	1
4	295	20	4 11	Transfer quantentially into a 50 ml graduated flask, make up to the mark with citric buffer solution (3.24) and mix.	0.496	30	1
4	295	20	3 10	The solution should be converted quantitatively into a 50 ml graduated bulb, made up to the mark with citrate buffer (3.24) and stirred.	0.385	60	2
4	250	10	26	3 Choose Rename, enter another name, and select OK.	1.33	100	2
4	250	10	21 24	"3 Click ""Rename"", and then click OK."	0.744	0	2
4	250	10	20	3 Click Rename, type another name, and then click OK.	0.619	100	2
4	250	10	15 25	3 Click Rename, enter another name, and click OK.	0.556	100	2
4	250	10	28 31	3 Click Rename, enter a new name, and click OK.	0.207	100	2
4	395	40	1 2 4 8 9 11 15 22 28 31 32 33 34	In addition, the system is very cumbersome, so that the application of new technologies often takes decades; calls for further increases in the resources for energy technologies in the Framework Programme for Research, Technological Development and Demonstration Activities as well as in the Intelligent Energy Europe Programme.	0.436	100	1
4	395	40	0	Furthermore, the system is very sluggish, which means that it often takes decades to implement new technologies; calls for more resources to be devoted to energy technology under the Research, Technology and Demonstration Framework Programme and under Intelligent Energy Europe.	-2	100	1
4	395	40	30	In addition, the system is very cumbersome, so that the application of new technologies often takes decades; calls for further increases in the resources devoted to energy technologies in the Framework Programme for Research, Technological Development and Demonstration Activities, as well as in the Intelligent Energy Europe Programme.	0.527	100	1
4	395	40	27	In addition, the system is extremely cumbersome, with the result that the use of new techniques has often lasted decades; calls for further increases in the resources for energy production in the Framework Programme for Research, Technological Development and Demonstration Activities as well as in the Intelligent Energy Europe Programme.	0.661	0	1
4	395	40	35	in addition, the system is very cumbersome, so the application of new technologies is often taken decades; calls for a further increase in funds for energy technologies in the framework programme for research, technological development, and demonstration even in Intelligent Energy Europe - Europe.	-1	95	1
4	366	40	27	142 Consequently, the Commission was entitled to take the view that the disclosure of such information corresponding to Caremar ’s various components, based on its operational accounts, could be detrimental to its commercial interests and would run counter to the provisions of the first indent of Article 4(2) of Regulation No 1049/2001.	0.465	60	1
4	366	40	19	142 Consequently, the Commission was entitled to take the view that disclosing such information corresponding to Caremar ’s various cost items, resulting from its operating accounts, could be detrimental to its commercial interests and would be contrary to Article 4(2), first indent, to Regulation No 1049/2001.	0.587	85	1
4	366	40	35	142 The Commission therefore correctly held that the disclosure of such data corresponding to the individual cost items of Caremar based on its operating accounts could be detrimental to its commercial interests and would be contrary to the first indent of Article 4 (2) of Regulation No 1049 / 2001.	-1	85	2
4	366	40	16	142 The Commission was therefore entitled to take the view that disclosing such information corresponding to Caremar ’s various cost items based on its operating accounts could be detrimental to its commercial interests and would be contrary to Article 4(2), (2), (2), (2), (2), (2), (2), (2), (2) and (3).	0.583	45	1
4	366	40	20	142 The Commission was therefore justified in taking the view that the disclosure of the information which matched Caremar ’s various cost items, resulting from its operating accounts, could harm its commercial interests and would infringe the provisions of the first indent of Article 4(2) of Regulation No 1049/2001.	0.515	85	2
4	353	40	22	Verification of the need to assess the territorial impacts of the Commission Work Programme and its Impact Assessments and the launch of relevant territorial impact assessments (in cooperation with the relevant Directorates - General) should also be included;	0.589	35	2
4	353	40	26	Verification of the need for an assessment of the territorial impacts of the Commission programme and its impact assessment programme and the launching of relevant territorial impact assessments (in cooperation with the relevant Directorates - General) should also be included;	0.584	35	2
4	353	40	16 18	Verification of the need for an assessment of the territorial impacts of the Commission's work programme and its impact assessment programme and the launching of relevant territorial impact assessments (co - operation with the relevant Directorates - General) should also be included;	0.58	35	2
4	353	40	2 5	An examination of the need for an assessment of the territorial impacts of the Commission's work programme and its impact assessment programme and the launching of relevant territorial impact assessments (in cooperation with the relevant Directorates - General) should also be included;	0.481	35	2
4	353	40	9 12	An examination of the need for an assessment of the territorial impacts of the Commission's work programme and its impact assessment programme and the initiation of relevant territorial impact assessments (in cooperation with the relevant Directorates - General) should also be included;	0.486	35	2
4	360	40	27	In accordance with Article 2(10) of the basic Regulation, due allowance in the form of adjustments was made pursuant to Article 2(10) of the basic Regulation, in order to ensure a fair comparison between the normal value and the export value.	0.712	95	1
4	360	40	1 8	In order to guarantee a fair comparison between normal value and export price, due allowance in the form of adjustments was made for differences affecting prices and price comparison in accordance with Article 2(10) of the basic Regulation.	0.232	100	2
4	360	40	4	In order to guarantee a fair comparison between normal value and export price, due allowance in the form of adjustment was made for differences affecting prices and price comparison in accordance with Article 2(10) of the basic Regulation.	0.357	100	2
4	360	40	21	with a view to guaranteeing a fair comparison between the normal value and the export price, due adjustments were made as regards differences which affect prices and price comparability pursuant to Article 2(10).	0.826	100	2
4	360	40	18	for differences affecting prices and price comparability, due adjustments were made for differences affecting prices and price comparability.	0.637	85	2
4	299	20	16	These contributions are retained in these accounts until payments from the EDF need to be made.	0.683	95	2
4	299	20	24	The amount of these allowances shall be retained in those accounts until payments from the EDF are required.	0.782	85	2
4	299	20	3 5 10 12	The amount of such contributions shall be retained until payments from the EDF need to be made.	0.597	85	2
4	299	20	21	These contributions are retained as long as payments from the EDF are not required.	0.927	85	2
4	299	20	23	These contributions shall remain in those accounts as long as payments from the EDF do not need to be made.	0.765	85	2
4	395	40	16 18	In addition, the system is very cumbersome, so that the application of new technologies often takes decades; it requests further increases in energy technologies in the Framework Programme on Research, Technological Development and Demonstration Activities as well as in the Intelligent Energy Europe Programme.	0.52	100	2
4	395	40	3 5 6 7 10 12 13 14	In addition, the system is very cumbersome, with the result that the use of new technologies has often lasted tens of years; calls for further increases in the resources for energy technologies in the Framework Programme for Research, Technological Development and Demonstration Activities as well as in the Intelligent Energy Europe Programme.	0.54	25	1
4	395	40	29	In addition, the system is very sluggish, so that the application of new technologies often takes decades; calls for further increases in the resources for energy technologies in the Framework Programme for Research, Technological Development and Demonstration Activities, as well as in the Intelligent Energy Europe Programme.	0.574	100	1
4	395	40	24 25	In addition, the system is extremely cumbersome, so that the application of new technologies often takes decades; calls for further increases in the resources for energy technologies in the Framework Programme for Research, Technological Development and Demonstration Activities as well as in the Intelligent Energy Europe Programme.	0.474	100	1
4	395	40	19	In addition, the system is very cumbersome, with the result that it is often up to decades to apply novel technologies; requests further increases in energy technologies in the Research, Technological Development and Demonstration Framework Programme, as well as in the Intelligent Energy Europe Programme.	0.69	95	1
4	245	10	27	Lopinavir / ritonavir / Teno fovir disoproxil-fumarates (400 ml b.i.d./100 milligrams b.i.d./300 milligrams q.d.)	0.727	0	2
4	245	10	20	Lopinavir / ritonavir / Teno fovir disoproxil fumarates (400 ml b.i.d./100 milligrams b.i.d./300 milligrams q.d.)	0.605	0	2
4	245	10	4 5 6 7 11 12 13 14 19 24	(400 mg b.i.d./100 mg b.i.d./300 mg q.d.)	0.293	0	2
4	245	10	1 8	Lopinavir / ritonavir / Teno fovir disoprox fumarate (400 mg b.i.d./100 mg b.i.d./300 mg q.d.)	0.217	70	2
4	245	10	2 9 17 22	Lopinavir / ritonavir / Teno fovir disoproxil fumarates (400 mg b.i.d./100 mg b.i.d./300 mg q.d.)	0.205	70	2
4	271	20	4 11	We couldn't ask the judge for a postponement because the customer has been waiting for the process for four years.	0.892	70	2
4	271	20	21	We couldn't ask the judge to get a postponement...... since the client had been awaiting trial on the date of the trial.	1.101		0
4	271	20	2 9	We couldn't ask the judge for a postponement because the client has been waiting for the process for four years.	0.726	70	2
4	271	20	33	We were unable to ask the judge for a delay because the client had been waiting for the trial date for four years.	0.616	95	2
4	271	20	15 25	We couldn't ask the judge to delay because the client had been waiting until the trial date four years ago.	0.857	0	2
4	361	40	15 22	2. within the framework of the Joint Committee established by Article 22 (Joint Committee), the Contracting Parties shall cooperate in facilitating the exchange of statistical information between them for the purpose of monitoring the development of air services under this Agreement.	0.396	100	2
4	361	40	19	2. within the Joint Committee set up under Article 22 (Joint Committee), the Contracting Parties shall cooperate to facilitate the exchange between the statistical information and statistical information between the statistical information provided for under this Agreement.	0.768		0
4	361	40	0	The Contracting Parties shall cooperate in the framework of the Joint Committee under Article 22 (The Joint Committee) to facilitate the exchange of statistical information between them for the purpose of monitoring the development of air services under this Agreement.	-2	100	2
4	361	40	14	2. within the framework of the Joint Committee established by Article 22 (Joint Committee), the Contracting Parties shall collaborate on the facilitation of the exchange of statistics between them for the purpose of monitoring the development of air services under this Agreement.	0.561	93	2
4	361	40	24	2. within the framework of the Joint Committee established by Article 22 (Joint Committee), the Contracting Parties shall cooperate with a view to facilitating exchanges of statistical information with a view to monitoring the development of air services under this Agreement.	0.493	100	2
4	344	40	4 7 11 14	My brother's in the city sewer. He's also been testing the police. He's done everything he can from me, but he's mixed up the order of the questions.	0.872	0	2
4	344	40	0	My brother Jean- Robert works with the City Sewage... he took the police exam with me, but failed... even though he copied everything off me! but he messed up the order of the answers, so he got it all wrong!	-2	100	2
4	344	40	3 10 16 17 19 22 25 26 27 28 34	My brother's in the city sewer. He's also done the police exam. He's copied everything from me, but he's mixed up the order of the questions.	0.791	40	2
4	344	40	29	My brother's in the city sewer. He's also done the police exam. He copies everything from me, but he misses the order of questions.	1.014	20	2
4	344	40	32 33	His brother's in the city sewer. He's also done the police exam. He's copied everything from me, but he's mixed up the order of the questions.	0.823	40	2
4	352	40	1 2 4 8 9 11 15 17 20 22 25 28 31	However, there must be a logical link between the regulation of UTPs and the amendment of anti - trust legislation, so that the signing of a contract containing unfair trading conditions is punished only by their logical actors, i.e. the parties in a dominant position.	0.566	0	2
4	352	40	35	however, there must be a logical link between the regulation of unfair commercial practices and the amended antitrust legislation, so that only their logical originators, i.e. the parties in a dominant position, are affected by the signing of a contract containing unfair trade conditions.	-1	50	2
4	352	40	29	However, there must be a logical link between the regulation of UTPs and the amendment of anti - trust legislation, so that only the logical monopolies, i.e. the parties in a dominant position, are signed for the signing of a contract containing unfair trading conditions.	0.668		0
4	352	40	32 33 34	But there must be a logical link between the regulation of UTPs and the amendment of anti - trust legislation, so that the signing of a contract containing unfair trading conditions is punished only by their logical actors, i.e. the parties in a dominant position.	0.611	0	2
4	352	40	0	However, there must be a logical link between regulation of UTPs and revised monopolies legislation to make sure that it is only the logical initiators of contracts with UTPs – i.e., parties with the dominant position – that are sanctioned.	-2	100	2
4	247	10	1 4 8 11 17 19 22 23 26	You know how somebody was kissing with Lauren at the photocopier?	0.797	45	2
4	247	10	3 5 10 12 15 18	You know how someone was kissing Lauren at the copier?	0.725	50	2
4	247	10	6 7 13 14 20 21 24 27	You know how somebody was kissing Lauren at the photocopier?	0.804	50	2
4	247	10	2 9 16 25 28 29 31 32 33 34	You know how someone was kissing with Lauren at the copier?	0.72	45	2
4	247	10	35	do you know how someone kissed Lauren in the copy room?	-1	40	2
4	341	40	1 8 15 25	Nor should this Regulation affect other Union legislation concerning specific financial instruments, such as Directive 2003/87/EC of the European Parliament and of the Council (6) and measures taken in accordance with that Directive.	0.288	100	2
4	341	40	16	In addition, this Regulation should be without prejudice to other Union legislation relating to specific financial instruments, such as Directive 2003/87/EC European Parliament and Council Directive 2003/87/EC (6) and measures taken in accordance with that Directive.	0.415	95	1
4	341	40	20	Nor should this Regulation affect other Union legislation concerning specific financial instruments, such as Directive 2003/87/EC of the European Parliament and of the Council (6) and the measures taken under that Directive.	0.327	100	2
4	341	40	19	Furthermore, this Regulation should be without prejudice to other Union legislation relating to specific financial instruments, such as Directive 2003/87/EC European Parliament and Council Directive 2003/87/EC (6) and measures taken pursuant to that Directive.	0.435	95	1
4	341	40	27	In addition, this Regulation should not affect other Union legislation relating to specific financial tools, such as Directive 2003/87/EC of the European Parliament and of the Council (6) and measures taken pursuant to that Directive.	0.451	100	2
4	304	20	29	On 3 November 2008, the French State and RFF concluded an enforcement agreement covering the period 2008 to 2012.	0.368	95	2
4	304	20	24	The French State and RFF entered into a contract of performance of 3 November 2008 for the years 2008 to 2012.	0.582	95	1
4	304	20	35	the French State and the RFF entered into a contract on 3 November 2008 for the period 2008 to 2012.	-1	95	2
4	304	20	31	The French State and RFF concluded a performance agreement on 3 November 2008 for the period 2008 to 2012.	0.27	100	2
4	304	20	2 4 5 7 9 11 12 14	The French State and RFF closed an enforcement agreement on 3 November 2008 for the period 2008 to 2012.	0.335	95	2
4	306	20	5 12	23 In the present case, it is common ground that the origin of the nuclear energy is of an industrial origin.	0.735	0	2
4	306	20	21	23 It is undisputed that the nuclear power source is military origin.	0.836	70	1
4	306	20	25	23 In the present case, it is undisputed that the source of nuclear energy is military origin.	0.288	95	1
4	306	20	17 22	23 In this instance, it is common ground that the source of nuclear energy is military origin.	0.439	95	1
4	306	20	28 29 30 31 33 34	23 In the present case, it is common ground that the source of nuclear energy is military origin.	0.232	95	1
4	377	40	16	To this end, the Commission envisages laying down, when revising the first railway package, which should take place in 2008, the legislative measures, incentives and funds that should be made available within the available funds.	0.695	65	2
4	377	40	20	For this purpose, the Commission envisages laying down a series of legal measures, incentives and funds, which should be made available within the framework of the available funds, when revising the first railway package, which should take place during 2008.	0.642	100	2
4	377	40	24	To this end, the Commission plans to establish a series of legal measures in the recast of the first railway package, which should take place in 2008, a series of measures and funding that should be mobilised within the limits of the available funds.	0.63	92	2
4	377	40	17	To this end, the Commission envisages laying down a series of legal measures, incentives and funding to be made available within the framework of the available funds for the recast of the first railway package, which should take place during 2008.	0.612	100	2
4	377	40	3 10 22 26 28 32 33 34	To this end, the Commission envisages laying down a series of legal measures, incentives and funds, which should be made available in 2008, when revising the first railway package, which should take place in 2008.	0.551	80	2
4	378	40	18 21	Under those circumstances, the limitation period under Article 11 is determined by objectively ascertainable criteria: the period starts to run 10 years from the date on which the manufacturer puts the product into circulation.	0.642	80	2
4	378	40	26	Under those circumstances, the limitation period in Article 11 of Directive 85/374 is established on the basis of objectively ascertainable criteria: the time - limit begins 10 years from the date on which the manufacturer puts the product into circulation.	0.424	20	2
4	378	40	3 6	Under those circumstances, the limitation period in Article 11 of Directive 85/374 is determined on the basis of objectively identifiable criteria: the period starts to run 10 years from the date on which the manufacturer put the product into circulation.	0.347	0	2
4	378	40	16 19	Under those circumstances, the limitation period under Article 11 of Directive 85/374 is determined on the basis of objectively identifiable criteria: the period starts to run 10 years from the date on which the manufacturer puts the product into circulation.	0.396	50	2
4	378	40	29	Under those circumstances, the limitation period in Article 11 of Directive 85/374 is determined on the basis of objectively ascertainable criteria: the period starts to run lasting ten years from the date on which the manufacturer puts the product into circulation.	0.499	90	2
4	346	40	19	At least between 2005 and 2008 Nasiruddin Haqqani collected funds to the Haqqani Network through a series of visits, including regular travel to the United Arab Emirates during 2007, and through a fundraising trip to another Gulf country of 2008.	0.34	95	1
4	346	40	24	Not least between 2005 and 2008, Nasiruddin Haqqani collected funds in favour of the Haqqani Network through a series of visits, including regular journeys into the United Arab Emirates in 2007, and through a fundraising trip in another Gulf country in 2008.	0.444	90	1
4	346	40	18	At least between 2005 and 2008 Nasiruddin Haqqani collected funds for the Haqqani Network for the Haqqani Network through a series of visits, including regular travel into the United Arab Emirates during 2007, and through a fundraising trip at another Gulf country of 2008.	0.454	90	1
4	346	40	20	At least between 2005 and 2008, Nasiruddin Haqqani collected funds in favour of the Haqqani Network through a series of visits, including regular journeys into the United Arab Emirates in 2007, and through a fundraising trip at another Gulf country in 2008.	0.377	95	1
4	346	40	22	At least between 2005 and 2008 Nasiruddin Haqqani collected funding for the Haqqani Network through a series of visits, including regular travel to the United Arab Emirates in 2007, and through a fundraising trip to another Gulf country in 2008.	0.22	100	2
4	369	40	3 6	It is essentially only the Commission ’s commitments to the long - term employment benefits of its employees, and the financing of the pension payments from the annual budgets is guaranteed by the Member States.	0.614	100	2
4	369	40	2 4 9 11	It is, in essence, only the Commission ’s obligations to the long - term employee benefits paid by its employees, and the financing of the pension payments by the annual budget(s) is guaranteed by the Member States.	0.705	0	2
4	369	40	34	These are, in essence, only the Commission ’s commitments to the long - term employee benefits of its employees, and the financing of the pension payments from the annual budgets is guaranteed by the Member States.	0.596	100	2
4	369	40	32 33	These are essentially the Commission ’s obligations to the long - term employee benefits of its employees, and the financing of the pension payments from the annual budgets is guaranteed by the Member States.	0.586	100	2
4	369	40	16 19	It is essentially only the Commission ’s obligations to the long - term employee benefits of its employees, and the financing of the pension payments from the annual budgets guarantees the Member States.	0.695	0	2
4	290	20	3 10 17 28 29 30 34	The risks stemming from the macroeconomic scenario are broadly neutral and the tax forecast appears to be fully based on prudent assumptions.	0.352	96	2
4	290	20	27	The risks posed by the macroeconomic case are broadly neutral, and the tax forecast appears to be fully based on prudent assumptions.	0.551	96	2
4	290	20	2 5 9 12	The risks stemming from the macroeconomic scenario are generally neutral and the tax forecast appears to be fully based on prudent assumptions.	0.394	96	2
4	290	20	31	The risks stemming from the macroeconomic scenario are broadly neutral, and tax projections appear to be fully based on prudent assumptions.	0.385	96	2
4	290	20	25	The risks stemming from the macroeconomic scenario are broadly neutral and appears to be fully based on prudent assumptions.	0.444	65	1
4	293	20	19	of which 6 have already submitted an application to EU funding under the Prevention and Fight Prevention Programme (ISEC).	0.616	95	1
4	293	20	14	of which 6 have already applied for EU financing under the programme Prevention of and Fight against Crime (ISEC).	0.523	100	2
4	293	20	11	of which 6 have already submitted a request for EU financing under the programme Prevention of and Fight against Crime (ISEC).	0.509	100	2
4	293	20	0	Of those, 6 have since submitted applications for EU funding under the Prevention of and Fight against Crime (ISEC) programme.	-2	100	2
4	293	20	30	of which 6 have already submitted applications for EU funding under the programme Prevention of and Fight against Crime (ISEC).	0.382	100	2
4	325	20	10 13	after three days of liquid diet, we're going to weigh all of them for only 120 bucks a night.	0.682	0	2
4	325	20	15 18 25	after three days of liquid diet, we're going to lose everyone, and that's only 120 bucks a night.	0.568	0	2
4	325	20	27	we're going to lose all of them for only 120 bucks a night.	0.771	0	2
4	325	20	5 7	after three days of liquid diet, we're losing everyone for only $120 a night.	0.634	0	2
4	325	20	12 14	after three days of liquid diet, we're going to weigh everyone, and that's only for $120 a night.	0.72	0	2
